CookerStat, GenerateAssetRegistry=0.020526, Initialize=0.110336, RunGuid=RunID4A1F7D3643E7515FCF8627AAE40C28DB
DDCTransactionIdB3D2DBD54CBD6F4FBF8BB5BE847498DC_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_96959D4D43BADD85D02857A97B35B430__1_0_13123_0, StartTime=2016.04.06-14.53.08, HierarchicalDDC=, DataSize=458, Duration=2.144739, RunGuid=RunID4A1F7D3643E7515FCF8627AAE40C28DB
DDCTransactionIdF166FD144BE112F17CCED09800A63325_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_53129D834D8E03C1753F2ABB59E28EEA__1_0_13123_0, StartTime=2016.04.06-14.53.08, HierarchicalDDC=, DataSize=458, Duration=22.977032, RunGuid=RunID4A1F7D3643E7515FCF8627AAE40C28DB
DDCTransactionIdE079ED7A4698EAC575A9CFA3D4AA7816_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5468DFC4422BA17FA3881D810C2E9C7E__1_0_13123_0, StartTime=2016.04.06-14.53.08, HierarchicalDDC=, DataSize=423, Duration=17.011282, RunGuid=RunID4A1F7D3643E7515FCF8627AAE40C28DB
DDCTransactionIdB3D2DBD54CBD6F4FBF8BB5BE847498DC_1, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_664C48E74AB298C739D8B09A68568B83__1_0_13123_0, StartTime=2016.04.06-14.53.08, HierarchicalDDC=, DataSize=442, Duration=16.676613, RunGuid=RunID4A1F7D3643E7515FCF8627AAE40C28DB
DDCTransactionIdF166FD144BE112F17CCED09800A63325_1, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6F47C0434EAACB7DAEFF4CAB00C4E351__1_0_13123_0, StartTime=2016.04.06-14.53.08, HierarchicalDDC=, DataSize=468, Duration=2.478674, RunGuid=RunID4A1F7D3643E7515FCF8627AAE40C28DB
DDCTransactionIdB3D2DBD54CBD6F4FBF8BB5BE847498DC_2, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_60055EEF455BA764C8D0F587782AC39D__1_0_13123_0, StartTime=2016.04.06-14.53.08, HierarchicalDDC=, DataSize=347, Duration=2.646558, RunGuid=RunID4A1F7D3643E7515FCF8627AAE40C28DB
DDCTransactionIdE079ED7A4698EAC575A9CFA3D4AA7816_1, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_CE90F3A445694E9CFE032188D178D708__1_0_13123_0, StartTime=2016.04.06-14.53.08, HierarchicalDDC=, DataSize=449, Duration=2.882991, RunGuid=RunID4A1F7D3643E7515FCF8627AAE40C28DB
DDCTransactionIdF166FD144BE112F17CCED09800A63325_2, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D336AD6E44BC96F276536DB44D868F9C__1_0_13123_0, StartTime=2016.04.06-14.53.08, HierarchicalDDC=, DataSize=385, Duration=1.869086, RunGuid=RunID4A1F7D3643E7515FCF8627AAE40C28DB
SavePackageTransactionId804EAB884D344BC37AB717AE1AB6ECC8_10, Filename=D:/Cody/KnightParty Perfect/Content/KnightGame/Maps/TwinStickExampleMap.umap, AutoPackageBackupDelegate=3.343754, FlushAsyncLoading=0.012830, FlushStreamingFunc=0.136726, BlockTillAllRequestsFinished=0.011731, ResetLoadersForSaveUnMarkAllObjects=117.908913, TagPackageExports=2.966929, BeginCacheForCookedPlatformData=0.005133, SerializeImports=4.840415, GatherLocalizableTextData=25.995281, MarkNames=0.090908, SerializeSummary=0.019792, SerializeNames=0.527848, SerializeGatherableTextData=0.032622, BuildExportMap=0.321105, SortExportsNonSeekfree=0.344932, SortExportsSeekfreeConstructor=0.065248, SortExportsSeekfreeInner=14.078807, SortExportsSeekfree=0.004400, BuildDependencyMap=0.091273, SerializeImportMap=0.029322, SerializeExportMap=0.029694, SerializeDependencyMap=0.006232, SerializeStringAssetReferenceMap=0.001468, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.812296, SerializeExports=3.928412, SerializeBulkData=1.648054, MoveFile=0.584293, UnaccountedTime=0.479095, RunGuid=RunID4A1F7D3643E7515FCF8627AAE40C28DB
SavePackageTransactionId804EAB884D344BC37AB717AE1AB6ECC8_11, Filename=D:/Cody/KnightParty Perfect/Content/KnightGame/MyCharacter/MyCharacter.uasset, AutoPackageBackupDelegate=1.736391, FlushAsyncLoading=0.008434, FlushStreamingFunc=0.113998, BlockTillAllRequestsFinished=0.004400, ResetLoadersForSaveUnMarkAllObjects=0.092741, TagPackageExports=48.904869, BeginCacheForCookedPlatformData=0.005130, SerializeImports=49.898609, GatherLocalizableTextData=36.469711, MarkNames=0.866178, SerializeSummary=0.019796, SerializeNames=0.515383, SerializeGatherableTextData=0.249259, BuildExportMap=0.571832, SortExportsNonSeekfree=10.113370, SortExportsSeekfreeConstructor=0.016496, SortExportsSeekfreeInner=58.763844, SortExportsSeekfree=0.007331, BuildDependencyMap=0.513185, SerializeImportMap=0.039589, SerializeExportMap=0.245228, SerializeDependencyMap=0.048019, SerializeStringAssetReferenceMap=0.002202, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.446884, SerializeExports=60.248043, SerializeBulkData=0.010628, MoveFile=0.710025, UnaccountedTime=0.597127, RunGuid=RunID4A1F7D3643E7515FCF8627AAE40C28DB
